,device_id,collect_time,url,picture_id,temperature,humidity,illuminance,soil_temperature,soil_humidity,pressure,wind_speed,photosynthetic,sun_exposure_time,COz,soil_ph,weather_id,label_name,label
29,xiangguanD3,14/5/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-11-00-16.jpeg,62.0,24.35,45.94,2750.52,8.12,8.12,977.82,1.83,512.82,0.2,570.24,6.8,45348.0,出苗,0
30,xiangguanD4,14/5/2021 11,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-11-00-19.jpeg,63.0,25.8,43.1,7888.3,5.4,25.9,13.8,4.0,650.0,0.2,81.0,6.8,45345.0,出苗,0
31,xiangguanD3,14/5/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-12-00-18.jpeg,66.0,24.45,47.32,2689.53,8.22,8.22,977.33,7.26,443.52,0.2,570.24,6.8,45352.0,出苗,0
32,xiangguanD3,14/5/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-12-00-18.jpeg,66.0,24.65,41.88,2872.68,8.32,8.22,977.13,6.96,382.14,0.2,567.27,6.8,45356.0,出苗,0
33,xiangguanD4,14/5/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-12-00-22.jpeg,67.0,25.2,44.4,7728.3,5.4,26.1,13.8,2.15,364.0,0.2,83.0,6.8,45349.0,出苗,0
34,xiangguanD4,14/5/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-12-00-22.jpeg,67.0,25.5,44.2,7545.0,5.4,26.3,13.8,2.88,273.0,0.2,84.0,6.8,45353.0,出苗,0
35,xiangguanD4,14/5/2021 12,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-12-00-22.jpeg,67.0,25.1,42.0,6900.0,5.4,26.5,16.6,2.66,230.0,0.2,81.0,6.79,45357.0,出苗,0
36,xiangguanD3,14/5/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-13-00-16.jpeg,70.0,24.95,46.13,2356.2,8.51,8.22,976.73,2.85,331.65,0.2,565.29,6.8,45360.0,出苗,0
37,xiangguanD3,14/5/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-13-00-16.jpeg,70.0,24.26,50.19,1846.35,8.61,8.22,976.04,2.27,258.39,0.2,560.34,6.8,45364.0,出苗,0
38,xiangguanD4,14/5/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-13-00-19.jpeg,71.0,26.0,47.2,7246.7,5.5,26.7,13.7,1.33,216.0,0.2,77.0,6.79,45361.0,出苗,0
39,xiangguanD4,14/5/2021 13,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-13-00-19.jpeg,71.0,25.0,49.4,4955.0,5.5,26.8,13.7,0.88,161.0,0.2,80.0,6.78,45365.0,出苗,0
40,xiangguanD3,14/5/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-14-00-16.jpeg,74.0,23.56,47.62,1546.88,8.71,8.12,975.74,3.51,205.92,0.2,563.31,6.8,45368.0,出苗,0
41,xiangguanD3,14/5/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-14-00-16.jpeg,74.0,23.46,49.9,1577.37,8.81,8.12,975.45,4.54,185.13,0.2,566.28,6.8,45372.0,出苗,0
42,xiangguanD4,14/5/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-14-00-20.jpeg,75.0,24.2,47.8,5014.2,5.5,27.0,13.8,3.18,155.0,0.2,85.0,6.78,45369.0,出苗,0
43,xiangguanD4,14/5/2021 14,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-14-00-20.jpeg,75.0,23.7,50.0,4244.2,5.5,27.3,13.8,2.73,129.0,0.2,84.0,6.77,45373.0,出苗,0
44,xiangguanD3,14/5/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-15-00-15.jpeg,78.0,22.47,54.65,915.75,9.01,8.22,974.85,2.7,130.68,0.2,569.25,6.8,45376.0,出苗,0
45,xiangguanD3,14/5/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-15-00-15.jpeg,78.0,22.08,58.11,650.93,9.11,8.22,974.46,2.63,79.2,0.2,570.24,6.8,45380.0,出苗,0
46,xiangguanD4,14/5/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-15-00-19.jpeg,79.0,23.0,53.3,2890.8,5.6,27.5,13.9,1.7,89.0,0.2,87.0,6.77,45377.0,出苗,0
47,xiangguanD4,14/5/2021 15,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-15-00-19.jpeg,79.0,22.3,57.3,1865.0,5.7,27.5,14.0,2.0,54.0,0.2,89.0,6.77,45381.0,出苗,0
48,xiangguanD3,14/5/2021 16,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-16-00-15.jpeg,82.0,20.89,64.25,458.67,9.21,8.12,974.06,7.26,60.39,0.2,578.16,6.8,45384.0,出苗,0
49,xiangguanD3,14/5/2021 16,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-16-00-15.jpeg,82.0,19.9,71.97,319.28,9.31,8.12,974.66,6.31,40.59,0.2,594.99,6.8,45388.0,出苗,0
50,xiangguanD4,14/5/2021 16,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-16-00-19.jpeg,83.0,21.4,62.5,1474.2,5.7,27.6,14.1,2.66,45.0,0.2,90.0,6.77,45385.0,出苗,0
51,xiangguanD4,14/5/2021 16,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-16-00-19.jpeg,83.0,20.4,70.0,980.8,5.8,27.8,14.2,4.44,28.0,0.2,100.0,6.77,45389.0,出苗,0
52,xiangguanD3,14/5/2021 17,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-17-00-15.jpeg,86.0,18.12,82.27,221.96,9.41,8.12,975.05,3.88,28.71,0.2,651.42,6.8,45392.0,出苗,0
53,xiangguanD3,14/5/2021 17,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-17-00-15.jpeg,86.0,16.63,90.09,73.46,9.41,8.12,975.05,2.13,8.91,0.3,21512.7,6.8,45396.0,出苗,0
54,xiangguanD4,14/5/2021 17,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-17-00-19.jpeg,87.0,17.9,87.7,566.7,5.8,28.1,118.2,2.37,20.0,0.2,168.0,6.77,45393.0,出苗,0
55,xiangguanD4,14/5/2021 17,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-17-00-19.jpeg,87.0,16.3,96.1,173.3,5.9,28.4,1125.4,1.77,5.0,0.2,1014.0,6.76,45397.0,出苗,0
56,xiangguanD3,14/5/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-19-00-15.jpeg,90.0,15.94,91.97,0.0,9.5,8.12,974.75,2.27,0.0,0.3,27372.51,6.8,45408.0,出苗,0
57,xiangguanD3,14/5/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-19-00-15.jpeg,90.0,16.04,92.07,0.0,9.6,8.12,974.66,0.22,0.0,0.3,27372.51,6.8,45412.0,出苗,0
58,xiangguanD4,14/5/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-19-00-19.jpeg,91.0,16.0,96.7,0.8,6.0,30.6,79.6,0.96,0.0,0.2,6831.0,6.81,45409.0,出苗,0
59,xiangguanD4,14/5/2021 19,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-19-00-19.jpeg,91.0,16.1,96.7,0.0,6.1,30.6,45.4,0.51,0.0,0.2,6831.0,6.79,45413.0,出苗,0
60,xiangguanD3,14/5/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-20-00-14.jpeg,94.0,16.43,92.07,0.0,9.6,8.12,974.46,0.58,0.0,0.3,41988.87,6.8,45416.0,出苗,0
61,xiangguanD3,14/5/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-20-00-14.jpeg,94.0,16.14,92.17,0.0,9.6,8.12,974.36,0.29,0.0,0.3,41988.87,6.8,45420.0,出苗,0
62,xiangguanD4,14/5/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-20-00-17.jpeg,95.0,16.3,96.7,0.0,6.1,30.3,104.2,0.07,0.0,0.2,1081.0,6.79,45417.0,出苗,0
63,xiangguanD4,14/5/2021 20,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-20-00-17.jpeg,95.0,16.3,96.8,0.0,6.2,30.1,157.9,0.44,0.0,0.3,1089.0,6.77,45421.0,出苗,0
64,xiangguanD3,14/5/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-21-00-14.jpeg,98.0,15.94,92.27,0.0,9.6,8.12,974.26,1.25,0.0,0.3,41988.87,6.8,45424.0,出苗,0
65,xiangguanD3,14/5/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-21-00-14.jpeg,98.0,15.84,92.37,0.0,9.6,8.12,974.46,0.72,0.0,0.3,41988.87,6.8,45428.0,出苗,0
66,xiangguanD4,14/5/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-21-00-17.jpeg,99.0,16.0,96.8,0.0,6.2,29.9,174.8,1.85,0.0,0.3,840.0,6.77,45425.0,出苗,0
67,xiangguanD4,14/5/2021 21,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-21-00-17.jpeg,99.0,15.9,96.9,0.0,6.3,29.7,734.7,1.26,0.0,0.3,509.0,6.77,45429.0,出苗,0
68,xiangguanD3,14/5/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-22-00-14.jpeg,102.0,14.06,92.47,0.0,9.6,8.22,974.95,2.27,0.0,0.3,41988.87,6.8,45432.0,出苗,0
69,xiangguanD3,14/5/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-14-22-00-14.jpeg,102.0,13.17,92.37,0.0,9.6,8.12,975.25,4.61,0.0,0.3,41988.87,6.8,45436.0,出苗,0
70,xiangguanD4,14/5/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-22-00-18.jpeg,103.0,13.9,97.3,0.0,6.3,29.5,976.9,1.92,0.0,0.3,20017.0,6.75,45433.0,出苗,0
71,xiangguanD4,14/5/2021 22,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-14-22-00-18.jpeg,103.0,13.4,97.5,0.0,6.4,29.3,825.9,2.44,0.0,0.3,18136.0,6.75,45437.0,出苗,0
72,xiangguanD3,15/5/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-04-00-15.jpeg,106.0,11.68,87.91,23.07,9.21,8.12,977.82,1.39,2.97,0.4,41988.87,6.8,45480.0,出苗,0
73,xiangguanD3,15/5/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-04-00-15.jpeg,106.0,11.78,88.21,260.67,9.11,8.12,978.02,0.5,37.62,0.4,41988.87,6.8,45484.0,出苗,0
74,xiangguanD4,15/5/2021 04,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-04-00-19.jpeg,107.0,12.0,86.2,122.5,6.5,27.6,1119.5,1.62,3.0,0.3,10672.0,6.72,45481.0,出苗,0
75,xiangguanD3,15/5/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-05-00-19.jpeg,110.0,12.57,77.12,585.78,9.11,8.12,978.42,2.56,61.38,0.4,41988.87,6.8,45488.0,出苗,0
76,xiangguanD3,15/5/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-05-00-19.jpeg,110.0,13.96,64.65,883.58,9.11,8.12,978.62,1.68,98.01,0.4,41988.87,6.8,45492.0,出苗,0
77,xiangguanD4,15/5/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-05-00-23.jpeg,111.0,12.1,86.8,997.5,6.5,27.5,1073.9,1.18,19.0,0.3,10672.0,6.72,45485.0,出苗,0
78,xiangguanD4,15/5/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-05-00-23.jpeg,111.0,12.9,80.1,2136.7,6.5,27.4,872.0,1.55,52.0,0.3,10672.0,6.73,45489.0,出苗,0
79,xiangguanD4,15/5/2021 05,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-05-00-23.jpeg,111.0,13.3,66.9,2420.0,6.5,27.4,15.5,2.73,72.0,0.3,10672.0,6.73,45493.0,出苗,0
80,xiangguanD3,15/5/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-06-00-16.jpeg,114.0,14.65,60.09,3172.95,9.01,8.12,978.71,2.42,351.45,0.4,41988.87,6.8,45496.0,出苗,0
81,xiangguanD3,15/5/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-06-00-16.jpeg,114.0,13.86,57.92,3900.6,8.91,8.12,979.01,4.46,478.17,0.4,41988.87,6.8,45500.0,出苗,0
82,xiangguanD4,15/5/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-06-00-19.jpeg,115.0,15.0,58.0,9673.3,6.5,27.3,15.5,3.55,304.0,0.3,10672.0,6.73,45497.0,出苗,0
83,xiangguanD4,15/5/2021 06,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-06-00-19.jpeg,115.0,16.2,50.4,11484.2,6.5,27.1,15.4,5.33,411.0,0.4,10672.0,6.73,45501.0,出苗,0
84,xiangguanD3,15/5/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-07-00-16.jpeg,118.0,14.85,57.02,4599.34,8.81,8.12,979.31,2.48,617.76,0.4,41988.87,6.8,45504.0,出苗,0
85,xiangguanD3,15/5/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-07-00-16.jpeg,118.0,15.05,54.45,5019.3,8.81,8.12,979.61,2.05,705.87,0.4,41988.87,6.8,45508.0,出苗,0
86,xiangguanD4,15/5/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-07-00-19.jpeg,119.0,16.9,48.7,12637.5,6.5,27.0,15.4,2.44,488.0,0.4,10672.0,6.73,45505.0,出苗,0
87,xiangguanD4,15/5/2021 07,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-07-00-19.jpeg,119.0,19.2,42.2,14004.2,6.5,26.8,15.2,2.73,595.0,0.4,10672.0,6.73,45509.0,出苗,0
88,xiangguanD3,15/5/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-08-00-16.jpeg,122.0,15.25,49.6,5592.71,8.71,8.12,979.7,2.27,826.65,0.4,41988.87,6.8,45512.0,出苗,0
89,xiangguanD3,15/5/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-08-00-16.jpeg,122.0,15.94,46.33,6147.9,8.71,8.12,979.8,2.27,938.52,0.4,41988.87,6.8,45516.0,出苗,0
90,xiangguanD4,15/5/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-08-00-20.jpeg,123.0,19.0,40.0,15283.3,6.4,26.8,15.2,3.18,693.0,0.4,10672.0,6.74,45513.0,出苗,0
91,xiangguanD4,15/5/2021 08,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-08-00-20.jpeg,123.0,19.9,36.8,16471.7,6.4,26.7,15.2,5.26,788.0,0.4,10672.0,6.74,45517.0,出苗,0
92,xiangguanD3,15/5/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-09-00-16.jpeg,126.0,16.73,39.7,6764.97,8.81,8.22,980.1,3.73,1073.16,0.4,41988.87,6.8,45520.0,出苗,0
93,xiangguanD3,15/5/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-09-00-16.jpeg,126.0,17.33,41.98,7071.08,8.71,8.22,980.1,2.13,1150.38,0.4,41988.87,6.8,45524.0,出苗,0
94,xiangguanD4,15/5/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-09-00-20.jpeg,127.0,17.9,37.2,17212.5,6.4,26.6,15.1,3.33,846.0,0.4,10672.0,6.73,45521.0,出苗,0
95,xiangguanD4,15/5/2021 09,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-09-00-20.jpeg,127.0,17.5,40.5,4117.5,6.4,26.5,15.0,2.44,942.0,0.4,10672.0,6.73,45525.0,出苗,0
96,xiangguanD3,15/5/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-10-00-16.jpeg,130.0,17.23,40.29,5907.03,8.81,8.22,980.2,2.05,930.6,0.4,41988.87,6.8,45528.0,出苗,0
97,xiangguanD3,15/5/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD3-2021-05-15-10-00-16.jpeg,130.0,17.92,39.9,1366.99,8.81,8.22,980.2,1.6,970.2,0.4,41988.87,6.8,45532.0,出苗,0
98,xiangguanD4,15/5/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-10-00-20.jpeg,131.0,17.4,39.7,3520.0,6.4,26.5,15.0,1.77,871.0,0.4,10672.0,6.73,45529.0,出苗,0
99,xiangguanD4,15/5/2021 10,https://daqing-haikang-image.oss-cn-hangzhou.aliyuncs.com/xiangguanD4-2021-05-15-10-00-20.jpeg,131.0,18.0,40.6,3814.2,6.4,26.4,88.6,1.62,967.0,0.4,10672.0,6.73,45533.0,出苗,0
