utc_s (s),utc_ms (ms)_x,file_path,filename,utc_ms (ms)_y,accel_x (counts),accel_y (counts),accel_z (counts),calibrated_accel_x (g),calibrated_accel_y (g),calibrated_accel_z (g),calibrated_accel_x (m/s^2),calibrated_accel_y (m/s^2),calibrated_accel_z (m/s^2),position_lat (semicircles),position_long (semicircles),enhanced_altitude (m),enhanced_speed (m/s),heading (degrees),gyro_x (counts),gyro_y (counts),gyro_z (counts),calibrated_gyro_x (deg/s),calibrated_gyro_y (deg/s),calibrated_gyro_z (deg/s),mag_x (counts),mag_y (counts),mag_z (counts),velocity (m/s)1,velocity (m/s)2,velocity (m/s)3,tsm1_original,tsm1_k2,tsm1_k3,tsm1_k4
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,551,31679,33152,33987,-0.18798828,-0.5834961,0.54589844,-1.843535266062,-5.722142029064998,5.353434936626,430439129.0,-1036519960,-59.19999999999999,4.46,350.18,32790,32647,32747,7.560975599999999,-0.91463417,-1.7682927,32715,32516,31337,-0.76,4.39,-0.86,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,541,31415,33232,34126,-0.22705078,-0.6513671999999999,0.6748046999999999,-2.226607531687,-6.3877301518800005,6.617573511254999,430439148.0,-1036519886,-58.80000000000001,4.478,350.98,32746,32654,32743,7.134146,-0.6707316999999999,0.91463417,32712,32504,31340,-0.7,4.42,-0.85,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,742,30520,32817,33372,-0.024414062,-0.28320312,1.1118164,-0.2394201611122999,-2.777273876748,10.90319429906,430439349.0,-1036520917,-63.19999999999999,4.511,345.53,32592,32690,32842,4.939024400000001,-6.707317,10.304878,32707,32482,31348,-1.12,4.36,-0.96,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,954,30523,32997,33423,-0.11230469,-0.30810547,1.1103516000000002,-1.1013327881885,-3.0214825073755,10.88882951814,430440184.0,-1036522052,-56.80000000000001,4.584,346.22,32572,32886,32845,-7.012194999999999,-6.890244,11.52439,32709,32501,31346,-1.09,4.45,-0.39,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,924,31290,32902,32929,-0.06591797,-0.06689453,0.73583984,-0.6464344605005,-0.6560112426245001,7.216123766936,430440110.0,-1036521919,-56.80000000000001,4.734,344.12,32613,32717,32808,3.292683,-4.634146,9.02439,32700,32466,31353,-1.29,4.55,-0.41,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,904,31611,32478,33453,0.14111328,-0.3227539,0.57910156,1.383848547312,-3.1651345334350003,5.679046313373999,430440085.0,-1036521793,-57.0,4.769,343.88,32615,32693,32827,4.756098000000001,-5.792683,8.902439,32706,32488,31350,-1.32,4.58,-0.43,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,762,30212,32792,33498,-0.012207031,-0.34472656,1.262207,-0.1197100805561499,-3.380612719624,12.37802227655,430439383.0,-1036521010,-63.600000000000016,4.501,344.76,32577,32715,32768,3.4146342000000005,-2.195122,11.219512,32702,32468,31352,-1.18,4.34,-0.97,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,894,31031,32553,33179,0.10449219,-0.18896484,0.8623046999999998,1.0247183350635,-1.853112048186,8.456320386255,430440066.0,-1036521744,-57.0,4.853,343.73,32613,32715,32854,3.4146342000000005,-7.439024400000001,9.02439,32710,32503,31347,-1.35,4.65,-0.43,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,864,29753,33083,33012,-0.15429688,-0.107421875,1.4863281000000002,-1.5131354982519998,-1.05344873046875,14.575899461865,430439962.0,-1036521599,-57.19999999999999,4.848,343.46,32560,32876,32821,-6.402439,-5.4268293,12.256098,32703,32472,31352,-1.38,4.64,-0.47,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,834,29912,32799,31874,-0.015625,0.4482422,1.4086914,-0.15322890625,4.395754370630001,13.81454351781,430439792.0,-1036521470,-58.399999999999984,4.77,343.48,32539,32850,32809,-4.8170733,-4.6951220000000005,13.536585999999998,32708,32485,31348,-1.35,4.57,-0.56,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,804,31861,32316,33299,0.22021484,-0.2475586,0.45703125,2.159569860686,-2.42772054469,4.4819455078125,430439640.0,-1036521348,-59.19999999999999,4.69,343.51,32597,32616,32765,9.45122,-2.012195,10.0,32713,32509,31345,-1.33,4.49,-0.63,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,794,32141,32492,33638,0.13427734,-0.41308594,0.3203125,1.3168108763109998,-4.050989233500999,3.141192578125,430439609.0,-1036521299,-59.0,4.668,343.86,32584,32605,32771,10.121951,-2.3780490000000003,10.792683,32708,32494,31350,-1.29,4.48,-0.63,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,784,31740,32688,33603,0.03857422,-0.3959960999999999,0.5161133,0.378283874563,-3.883395154065,5.061342493444998,430439508.0,-1036521208,-60.80000000000001,4.635,343.99,32569,32622,32770,9.085366,-2.317073,11.707317,32706,32485,31352,-1.27,4.45,-0.76,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,124,30179,32586,32889,0.088378906,-0.04736328,1.2783203,0.8667009985248999,-0.464475109812,12.536039769995,430438402.0,-1036517803,-50.600000000000016,4.959,352.71,32403,32858,32858,-5.304878,-7.6829267,21.829268,32718,32473,31334,-0.62,4.91,-0.6,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,154,32129,32579,33427,0.091796875,-0.3100585999999999,0.32617188,0.9002198242187499,-3.0406361696900004,3.1986534670020004,430438529.0,-1036517913,-51.0,4.925,352.93,32444,32745,32730,1.5853659,0.12195122,19.329268,32728,32509,31325,-0.6,4.88,-0.61,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,23,30197,33095,32849,-0.16015625,-0.027832031,1.2695312,-1.5705962890624998,-0.27293898680615,12.449848142480002,430438193.0,-1036517362,-49.399999999999984,5.252000000000001,353.67,32676,32881,32863,-6.707317,-7.987805000000001,5.1829267,32725,32500,31327,-0.57,5.21,-0.57,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,228,31603,32665,33570,0.049804688,-0.3798828,0.5830078000000001,0.4884171435752,-3.72537766062,5.717353441869999,430438876.0,-1036518236,-52.19999999999999,4.898,354.28,32559,32747,32989,1.4634147,-15.670732,12.317073,32721,32491,31330,-0.48,4.87,-0.65,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,471,30771,32859,33305,-0.044921875,-0.25048828,0.9892578000000002,-0.44053310546875,-2.456450891062,9.70130500437,430439144.0,-1036519487,-57.600000000000016,4.563,353.84,32740,32678,32770,5.6707315000000005,-2.317073,1.2804878,32712,32495,31339,-0.48,4.53,-0.82,1.0,0.0,0.0,1.0
964868643,729,2020-07-28/964868643s729ms.jpg,964868643s729ms.jpg,348,31180,33069,33906,-0.14746094,-0.5439453000000001,0.7895508000000001,-1.446097827251,-5.334281176245,7.742848352819999,430439034.0,-1036518853,-55.19999999999999,4.742,355.52,32649,32611,32780,9.756098,-2.9268293,6.8292685,32718,32507,31333,-0.37,4.72,-0.75,1.0,0.0,0.0,1.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,653,31080,32873,33048,-0.051757812,-0.125,0.8383789,-0.5075707470498,-1.22583125,8.221688439685,430419313.0,-1036536529,-41.60000000000002,1.829,64.01,32708,32689,32703,5.0,1.7682927,3.2317073,32734,32582,31244,1.64,0.8,-0.07,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,643,30898,32760,32623,0.0034179688,0.08251953,0.9272461,0.03351882373252,0.8092401488744999,9.093177966565,430419303.0,-1036536551,-41.60000000000002,1.848,64.68,32692,32713,32647,3.5365853,5.1829267,4.207317,32728,32560,31249,1.67,0.79,-0.07,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,613,30226,33115,32876,-0.16992188,-0.041015625,1.2553711,-1.666364404502,-0.40222587890625,12.310984997815002,430419293.0,-1036536626,-41.60000000000002,1.909,63.78,32636,32845,32733,-4.512194999999999,-0.06097561,7.621950999999999,32729,32564,31250,1.71,0.84,-0.06,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,593,30303,33841,32831,-0.52441406,-0.019042969,1.2177733999999998,-5.142745141499,-0.18674773194385,11.94227751311,430419280.0,-1036536675,-41.60000000000002,1.948,63.69,32709,32891,32776,-7.3170733,-2.682927,3.1707318,32730,32566,31248,1.74,0.86,-0.06,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,864,30693,32991,33364,-0.109375,-0.27929688,1.0273438,-1.07260234375,-2.7389667482520004,10.07480107627,430419417.0,-1036536196,-42.0,1.314,49.24,32595,32727,32641,2.682927,5.5487804,10.121951,32737,32584,31243,0.99,0.85,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,964,30919,32864,32257,-0.04736328,0.26123047,0.9169921999999998,-0.464475109812,2.5617957886255,8.99262155813,430419532.0,-1036536053,-42.19999999999999,1.385,49.43,32458,32803,32743,-1.9512196,-0.6707316999999999,18.475609,32729,32544,31257,1.05,0.9,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,954,31844,32806,33075,-0.019042969,-0.1381836,0.46533203,-0.18674773194385,-1.3551182009399998,4.5633483519995,430419525.0,-1036536070,-42.19999999999999,1.362,48.3,32455,32722,32701,2.987805,1.8902439,18.658537,32730,32547,31256,1.01,0.9,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,511,29633,32765,32086,0.0009765625,0.34472656,1.5449218999999998,0.009576806640625,3.380612719624,15.150508350635,430419204.0,-1036536847,-41.60000000000002,2.162,68.08,32724,32801,32683,-1.8292683,2.987805,2.2560976000000004,32738,32611,31237,2.0,0.8,-0.06,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,844,30771,33392,32851,-0.30517578,-0.028808594,0.9892578000000002,-2.992752062937,-0.2825157983500999,9.70130500437,430419405.0,-1036536218,-42.0,1.367,49.17,32652,32778,32681,-0.42682928,3.109756,6.6463413000000005,32728,32552,31249,1.03,0.89,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,804,30874,32729,32870,0.018554688,-0.038085938,0.93896484,0.1819593310752,-0.3734954638877,9.208099548186,430419375.0,-1036536254,-42.0,1.479,51.84,32791,32813,32778,-2.5609756,-2.804878,-1.8292683,32733,32578,31244,1.16,0.91,-0.08,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,794,30529,32632,32351,0.06591797,0.21533203,1.1074218999999998,0.6464344605005,2.1116858519995,10.860098975635,430419362.0,-1036536263,-42.0,1.4980000000000002,53.69,32817,32814,32781,-2.621951,-2.987805,-3.4146342000000005,32736,32589,31243,1.2,0.88,-0.08,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,874,30425,32884,33225,-0.0571289059999999,-0.21142578,1.1582031000000002,-0.5602431860249,-2.073378625437,11.358092430615,430419427.0,-1036536181,-42.19999999999999,1.2990000000000002,49.47,32556,32705,32630,4.02439,6.219512,12.5,32736,32577,31244,0.98,0.84,-0.09,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,481,31436,33014,33119,-0.12060547,-0.15966797,0.6645508000000001,-1.1827356323755,-1.5658078980005,6.51701710282,430419164.0,-1036536923,-41.39999999999998,2.193,70.9,32804,32756,32740,0.91463417,-0.4878049,-2.621951,32728,32574,31249,2.07,0.71,-0.05,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,210,30852,32944,33150,-0.08642578,-0.17480469,0.94970703,-0.8475473754369999,-1.7142484131885,9.3134444457495,430419012.0,-1036537582,-41.19999999999999,1.795,77.96,32827,32839,32844,-4.1463413000000005,-6.8292685,-4.02439,32728,32572,31252,1.75,0.37,-0.05,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,200,30156,32523,32498,0.119140625,0.14355469,1.2895508,1.16837041015625,1.4077906006885,12.64617335282,430419001.0,-1036537658,-41.19999999999999,1.789,79.14,32810,32799,32813,-1.7073171000000005,-4.939024400000001,-2.987805,32731,32586,31250,1.75,0.33,-0.04,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,180,30907,32450,33436,0.15478516,-0.31445312,0.92285156,1.517923889314,-3.083731689248,9.050082250874,430419001.0,-1036537711,-41.0,1.773,79.72,32864,32814,32764,-2.621951,-1.9512196,-6.280488,32723,32560,31258,1.74,0.31,-0.04,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,148,30730,32989,32297,-0.10839844,0.24169922,1.0092773000000002,-1.0630255616259998,2.370259655813,9.897629234045,430418991.0,-1036537800,-41.0,1.633,80.65,32826,32703,32826,4.1463413000000005,-5.731707,-3.9634147,32724,32563,31259,1.61,0.26,-0.04,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,58,31106,33435,33941,-0.32617188,-0.56103516,0.8256836,-3.1986534670020004,-5.501875451814,8.097190075939999,430418982.0,-1036538003,-41.0,1.556,80.77,32818,32733,32766,2.317073,-2.0731707,-3.4756098,32733,32582,31252,1.53,0.24,-0.04,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,250,30954,32810,32939,-0.020996094,-0.071777344,0.89990234,-0.2059013452251,-0.7038952905375999,8.825027282560999,430419019.0,-1036537500,-41.19999999999999,1.6840000000000002,75.78,32888,32741,32841,1.8292683,-6.6463413000000005,-7.743902,32724,32562,31255,1.63,0.41,-0.05,1.0,0.0,0.0,0.0
964868620,706,2020-07-28/964868620s706ms.jpg,964868620s706ms.jpg,411,30742,32992,33192,-0.10986328,-0.1953125,1.003418,-1.077390734812,-1.915361328125,9.840169129699998,430419070.0,-1036537107,-41.39999999999998,1.945,74.94,32833,32768,32730,0.18292683,0.12195122,-4.390244,32725,32572,31252,1.87,0.5,-0.05,1.0,0.0,0.0,0.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,577,30438,33699,33263,-0.45507812,-0.22998047,1.1518555,-4.462791845498,-2.2553379761255,11.295843739074998,430515497.0,-1036442755,-98.39999999999998,2.079,49.65,32244,32847,32370,-4.634146,22.073172,31.524391,32709,32482,31342,1.58,1.34,-0.3,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,555,30482,33300,32618,-0.2602539,0.08496094,1.1303711,-2.5522189084349995,0.8331822022509999,11.085153747815,430515431.0,-1036442830,-98.2,1.957,48.68,31996,32778,32182,-0.42682928,33.536587,46.646343,32708,32487,31342,1.47,1.29,-0.3,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,617,30077,34173,34154,-0.68652344,-0.66503906,1.328125,-6.732495092876,-6.521805297748999,13.02445703125,430515607.0,-1036442650,-98.39999999999998,2.153,47.32,32682,32676,32656,5.792683,4.634146,4.8170733,32715,32496,31339,1.58,1.45,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,920,29666,33219,33582,-0.22070312,-0.3857422,1.5288086,-2.164358251748,-3.78283874563,14.99249085719,430516066.0,-1036441708,-97.60000000000002,2.176,51.22,33135,32950,32908,-10.914634,-10.731708,-22.804878,32728,32483,31333,1.69,1.36,-0.3,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,910,28303,33391,33285,-0.3046875,-0.24072266,2.194336,-2.987963671875,-2.360682873689,21.5190851344,430516190.0,-1036441688,-98.2,2.275,50.29,33158,33029,32980,-15.731708,-15.121951,-24.207317,32726,32474,31333,1.75,1.45,-0.3,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,900,29447,33226,32395,-0.2241211,0.19384766,1.6357422,-2.1978771853150003,1.900996154939,16.041151245629994,430516315.0,-1036441669,-98.8,2.297,49.17,33158,32960,33007,-11.52439,-16.768293,-24.207317,32725,32472,31334,1.73,1.5,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,807,37034,32667,33594,0.048828125,-0.39160156,-2.0688477,0.47884033203125,-3.840299438374,-20.288465297205,430516165.0,-1036441907,-99.0,2.379,46.24,32041,32280,32923,29.939024,-11.646341,43.902440000000006,32714,32439,31347,1.71,1.64,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,880,33054,33094,31942,-0.15966797,0.41503906,-0.12548828,-1.5658078980005,4.070142797749,-1.2306196410619998,430516368.0,-1036441692,-99.2,2.316,47.81,33219,33029,33124,-15.731708,-23.90244,-27.926828000000004,32719,32450,31341,1.71,1.55,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,475,28877,32481,32511,0.13964844,0.13720703,1.9140625,1.3694833741260002,1.3455413207495002,18.770541015625,430515276.0,-1036443026,-98.0,1.983,54.59,33148,32988,32656,-13.231708,4.634146,-23.59756,32714,32508,31330,1.61,1.14,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,193,30136,32933,31690,-0.08105469,0.53808594,1.2993164,-0.7948749756885,5.276820483501,12.74194117406,430514706.0,-1036443868,-97.2,2.164,55.32,30802,32947,31840,-10.731708,54.390244,119.45122,32719,32516,31333,1.77,1.23,-0.31,3.0,1.0,2.0,3.0
964868688,707,2020-07-28/964868688s707ms.jpg,964868688s707ms.jpg,183,28836,32583,33533,0.08984375,-0.3618164,1.934082,0.8810662109374999,-3.5482067990599995,18.9668652453,430514699.0,-1036443905,-97.2,2.1630000000000003,54.5,30864,33431,32414,-40.243904,19.390244,115.67073,32715,32504,31335,1.76,1.25,-0.31,3.0,1.0,2.0,3.0
